"Precinct_name","Split_name","Reporting_flag","Update_count","Pct_Id","Pct_seq_nbr","Reg_voters","Turn_Out","Contest_Id","Contest_seq_nbr","Contest_title","Contest_party_name","Selectable_Options","candidate_id","candidate_name","Candidate_Type","cand_seq_nbr","Party_Code","total_ballots","total_votes","total_under_votes","total_over_votes","absentee_ballots","absentee_votes","absentee_under_votes","absentee_over_votes","early_ballots","early_votes","early_under_votes","early_over_votes","election_ballots","election_votes","election_under_votes","election_over_votes"
"107","A",1,51,4,4,121,0.02,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"107","A",1,51,4,4,121,0.02,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",2,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0
"107","A",1,51,4,4,121,0.02,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"108","A",1,54,5,5,1631,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",9,2,0,0,0,0,0,0,4,0,0,0,5,2,0,0
"108","A",1,54,5,5,1631,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",9,6,0,0,0,0,0,0,4,4,0,0,5,2,0,0
"108","A",1,54,5,5,1631,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",9,1,0,0,0,0,0,0,4,0,0,0,5,1,0,0
"108","A",1,54,5,5,1631,0.01,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",9,7,2,0,0,0,0,0,4,4,0,0,5,3,2,0
"108","A",1,54,5,5,1631,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",9,5,1,0,0,0,0,0,4,2,1,0,5,3,0,0
"108","A",1,54,5,5,1631,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",9,3,1,0,0,0,0,0,4,1,1,0,5,2,0,0
"108","A",1,54,5,5,1631,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",9,0,1,0,0,0,0,0,4,0,1,0,5,0,0,0
"109","A",1,55,6,6,1584,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",13,3,0,0,0,0,0,0,6,0,0,0,7,3,0,0
"109","A",1,55,6,6,1584,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",13,6,0,0,0,0,0,0,6,4,0,0,7,2,0,0
"109","A",1,55,6,6,1584,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",13,4,0,0,0,0,0,0,6,2,0,0,7,2,0,0
"109","A",1,55,6,6,1584,0.01,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",13,11,2,0,0,0,0,0,6,5,1,0,7,6,1,0
"109","A",1,55,6,6,1584,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",13,7,0,0,0,0,0,0,6,2,0,0,7,5,0,0
"109","A",1,55,6,6,1584,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",13,4,0,0,0,0,0,0,6,3,0,0,7,1,0,0
"109","A",1,55,6,6,1584,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",13,2,0,0,0,0,0,0,6,1,0,0,7,1,0,0
"110","A",1,54,7,7,6537,0.02,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",160,30,16,0,2,0,0,0,69,15,9,0,89,15,7,0
"110","A",1,54,7,7,6537,0.02,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",160,62,16,0,2,0,0,0,69,22,9,0,89,40,7,0
"110","A",1,54,7,7,6537,0.02,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",160,52,16,0,2,2,0,0,69,23,9,0,89,27,7,0
"110","A",1,54,7,7,6537,0.02,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",160,108,52,0,2,2,0,0,69,45,24,0,89,61,28,0
"110","A",1,54,7,7,6537,0.02,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",160,68,4,0,2,0,0,0,69,20,2,0,89,48,2,0
"110","A",1,54,7,7,6537,0.02,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",160,62,4,0,2,0,0,0,69,33,2,0,89,29,2,0
"110","A",1,54,7,7,6537,0.02,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",160,26,4,0,2,2,0,0,69,14,2,0,89,10,2,0
"110","B",1,51,8,8,0,0.00,16,19,"MAYOR, CITY OF ROUND ROCK","",1,20,"Hilda Montgomery","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,16,19,"MAYOR, CITY OF ROUND ROCK","",1,21,"Craig Morgan","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,16,19,"MAYOR, CITY OF ROUND ROCK","",1,22,"Josh Couture","C",3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,17,20,"PLACE 1, COUNCIL, CITY OF ROUND ROCK","",1,23,"Matthew James Carothers","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,17,20,"PLACE 1, COUNCIL, CITY OF ROUND ROCK","",1,24,"Tammy Young","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,17,20,"PLACE 1, COUNCIL, CITY OF ROUND ROCK","",1,25,"Hollis Bone","C",3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,18,21,"PLACE 4, COUNCIL, CITY OF ROUND ROCK","",1,26,"Tracie Storie","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,18,21,"PLACE 4, COUNCIL, CITY OF ROUND ROCK","",1,27,"Will Peckham","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,20,23,"PROPOSITION 1, CITY OF ROUND ROCK","",1,28,"For","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,20,23,"PROPOSITION 1, CITY OF ROUND ROCK","",1,29,"Against","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,21,24,"PROPOSITION 2, CITY OF ROUND ROCK","",1,30,"For","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,21,24,"PROPOSITION 2, CITY OF ROUND ROCK","",1,31,"Against","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,22,25,"PROPOSITION 3, CITY OF ROUND ROCK","",1,32,"For","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,22,25,"PROPOSITION 3, CITY OF ROUND ROCK","",1,33,"Against","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,23,26,"PROPOSITION 4, CITY OF ROUND ROCK","",1,34,"For","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,23,26,"PROPOSITION 4, CITY OF ROUND ROCK","",1,35,"Against","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"110","B",1,51,8,8,0,0.00,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"111","A",1,53,9,9,3705,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",22,6,1,0,0,0,0,0,9,0,0,0,13,6,1,0
"111","A",1,53,9,9,3705,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",22,6,1,0,0,0,0,0,9,2,0,0,13,4,1,0
"111","A",1,53,9,9,3705,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",22,9,1,0,0,0,0,0,9,7,0,0,13,2,1,0
"111","A",1,53,9,9,3705,0.01,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",22,16,6,0,0,0,0,0,9,8,1,0,13,8,5,0
"111","A",1,53,9,9,3705,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",22,7,0,0,0,0,0,0,9,2,0,0,13,5,0,0
"111","A",1,53,9,9,3705,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",22,12,0,0,0,0,0,0,9,4,0,0,13,8,0,0
"111","A",1,53,9,9,3705,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",22,3,0,0,0,0,0,0,9,3,0,0,13,0,0,0
"111","B",1,52,10,10,869,0.01,34,40,"PROPOSITION NO. 1, ROUND ROCK ISD","",1,47,"For","C",1,"",6,4,0,0,0,0,0,0,1,0,0,0,5,4,0,0
"111","B",1,52,10,10,869,0.01,34,40,"PROPOSITION NO. 1, ROUND ROCK ISD","",1,48,"Against","C",2,"",6,2,0,0,0,0,0,0,1,1,0,0,5,1,0,0
"111","B",1,52,10,10,869,0.01,35,41,"PROPOSITION NO. 2, ROUND ROCK ISD","",1,49,"For","C",1,"",6,3,0,0,0,0,0,0,1,0,0,0,5,3,0,0
"111","B",1,52,10,10,869,0.01,35,41,"PROPOSITION NO. 2, ROUND ROCK ISD","",1,50,"Against","C",2,"",6,3,0,0,0,0,0,0,1,1,0,0,5,2,0,0
"111","B",1,52,10,10,869,0.01,36,42,"PROPOSITION NO. 3, ROUND ROCK ISD","",1,51,"For","C",1,"",6,3,0,0,0,0,0,0,1,0,0,0,5,3,0,0
"111","B",1,52,10,10,869,0.01,36,42,"PROPOSITION NO. 3, ROUND ROCK ISD","",1,52,"Against","C",2,"",6,3,0,0,0,0,0,0,1,1,0,0,5,2,0,0
"112","A",1,53,11,11,1811,0.00,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",7,1,1,0,0,0,0,0,3,1,0,0,4,0,1,0
"112","A",1,53,11,11,1811,0.00,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",7,4,1,0,0,0,0,0,3,1,0,0,4,3,1,0
"112","A",1,53,11,11,1811,0.00,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",7,1,1,0,0,0,0,0,3,1,0,0,4,0,1,0
"112","A",1,53,11,11,1811,0.00,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",7,6,1,0,0,0,0,0,3,3,0,0,4,3,1,0
"112","A",1,53,11,11,1811,0.00,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",7,2,1,0,0,0,0,0,3,0,0,0,4,2,1,0
"112","A",1,53,11,11,1811,0.00,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",7,4,1,0,0,0,0,0,3,3,0,0,4,1,1,0
"112","A",1,53,11,11,1811,0.00,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",7,0,1,0,0,0,0,0,3,0,0,0,4,0,1,0
"113","A",1,53,12,12,7671,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",69,15,15,0,0,0,0,0,26,8,5,0,43,7,10,0
"113","A",1,53,12,12,7671,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",69,19,15,0,0,0,0,0,26,6,5,0,43,13,10,0
"113","A",1,53,12,12,7671,0.01,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",69,20,15,0,0,0,0,0,26,7,5,0,43,13,10,0
"113","A",1,53,12,12,7671,0.01,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",69,49,20,0,0,0,0,0,26,16,10,0,43,33,10,0
"113","A",1,53,12,12,7671,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",69,33,1,0,0,0,0,0,26,7,0,0,43,26,1,0
"113","A",1,53,12,12,7671,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",69,22,1,0,0,0,0,0,26,15,0,0,43,7,1,0
"113","A",1,53,12,12,7671,0.01,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",69,13,1,0,0,0,0,0,26,4,0,0,43,9,1,0
"123","A",1,54,13,13,5512,0.03,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",143,31,15,0,2,0,0,0,72,15,6,0,69,16,9,0
"123","A",1,54,13,13,5512,0.03,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",143,32,15,0,2,0,0,0,72,17,6,0,69,15,9,0
"123","A",1,54,13,13,5512,0.03,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",143,65,15,0,2,2,0,0,72,34,6,0,69,29,9,0
"123","A",1,54,13,13,5512,0.03,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",143,94,49,0,2,1,1,0,72,47,25,0,69,46,23,0
"123","A",1,54,13,13,5512,0.03,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",143,46,1,0,2,1,0,0,72,14,1,0,69,31,0,0
"123","A",1,54,13,13,5512,0.03,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",143,69,1,0,2,1,0,0,72,36,1,0,69,32,0,0
"123","A",1,54,13,13,5512,0.03,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",143,27,1,0,2,0,0,0,72,21,1,0,69,6,0,0
"123","B",1,52,14,14,2,0.50,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,40,"Cliff Styles","C",1,"",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,41,"Matt Robertson","C",2,"",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,29,34,"PLACE 6, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,42,"Larry D. Bradley","C",3,"",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,30,35,"PLACE 7, BOARD OF TRUSTEES, PFLUGERVILLE ISD","",1,43,"Rob Reyes","C",1,"",1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,44,"Charlie Torres","C",1,"",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,45,"Tony Hanson","C",2,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,32,37,"PLACE 2, BOARD OF TRUSTEES, UNEXPIRED TERM, PFLUGERVILLE ISD","",1,46,"Jacob E. Betz","C",3,"",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,38,45,"PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","",5,53,"Ann Attal","C",1,"",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,38,45,"PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","",5,54,"Bertha Hutcheson","C",2,"",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,38,45,"PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","",5,55,"Laurie Mills","C",3,"",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,38,45,"PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","",5,56,"Jacqueline Shreiner","C",4,"",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"123","B",1,52,14,14,2,0.50,38,45,"PERMANENT DIRECTORS, TRAVIS COUNTY MUNICIPAL UTILITY DISTRICT NO. 23","",5,57,"Jeanne Talerico","C",5,"",1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
