contest_id,candidate_number,precinct_name,registered_voters,number_votes,votes_group_1,votes_group_2,votes_group_3,votes_group_4,votes_group_5,party_code,district_type_id,district_code,contest_title,candidate_name,precinct,district_name,votes_allowed,referendum_flag,cr_code,lf_code
0101,001,0218,003090,003090,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,218,,00,,,
0101,001,0254,003398,003398,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,254,,00,,,
0101,001,0266,003985,003985,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,266,,00,,,
0101,001,0267,000027,000027,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,267,,00,,,
0101,001,0273,000875,000875,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,273,,00,,,
0101,001,0274,004707,004707,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,274,,00,,,
0101,001,0275,002938,002938,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,275,,00,,,
0101,001,0277,003084,003084,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,277,,00,,,
0101,001,0278,005382,005382,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,278,,00,,,
0101,001,0283,004612,004612,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,283,,00,,,
0101,001,0287,004818,004818,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,287,,00,,,
0101,001,0305,002753,002753,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,305,,00,,,
0101,001,0309,000537,000537,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,309,,00,,,
0101,001,0310,000481,000481,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,310,,00,,,
0101,001,0311,001898,001898,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,311,,00,,,
0101,001,0312,003919,003919,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,312,,00,,,
0101,001,0314,003233,003233,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,314,,00,,,
0101,001,0331,000059,000059,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,331,,00,,,
0101,001,0332,003429,003429,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,332,,00,,,
0101,001,0333,003634,003634,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,333,,00,,,
0101,001,0337,004451,004451,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,337,,00,,,
0101,001,0339,002648,002648,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,339,,00,,,
0101,001,0341,002045,002045,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,341,,00,,,
0101,001,0342,001126,001126,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,342,,00,,,
0101,001,0343,005001,005001,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,343,,00,,,
0101,001,0344,002879,002879,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,344,,00,,,
0101,001,0368,002920,002920,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,368,,00,,,
0101,001,0369,003625,003625,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,369,,00,,,
0101,001,0370,004659,004659,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,370,,00,,,
0101,001,0371,002457,002457,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,371,,00,,,
0101,001,0379,004590,004590,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,379,,00,,,
0101,001,0381,003286,003286,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,381,,00,,,
0101,001,0392,004523,004523,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,392,,00,,,
0101,001,0394,006030,006030,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,394,,00,,,
0101,001,0395,002882,002882,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,395,,00,,,
0101,001,0396,003487,003487,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,396,,00,,,
0101,001,0402,005080,005080,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,402,,00,,,
0101,001,0403,002472,002472,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,403,,00,,,
0101,001,0415,001764,001764,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,415,,00,,,
0101,001,0420,005042,005042,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,420,,00,,,
0101,001,0423,003763,003763,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,423,,00,,,
0101,001,0424,006695,006695,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,424,,00,,,
0101,001,0425,000542,000542,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,425,,00,,,
0101,001,0426,001867,001867,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,426,,00,,,
0101,001,0427,002555,002555,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,427,,00,,,
0101,001,0428,002608,002608,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,428,,00,,,
0101,001,0429,001542,001542,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,429,,00,,,
0101,001,0434,002180,002180,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,434,,00,,,
0101,001,0436,000738,000738,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,436,,00,,,
0101,001,0455,002614,002614,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,455,,00,,,
0101,001,0456,001706,001706,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,456,,00,,,
0101,001,0463,005005,005005,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,463,,00,,,
0101,001,0480,004868,004868,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,480,,00,,,
0101,001,0484,004813,004813,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,484,,00,,,
0101,001,0488,005391,005391,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,488,,00,,,
0101,001,0491,005053,005053,000000,000000,000000,000000,000000,,,,REGISTERED VOTERS - TOTAL,REGISTERED VOTERS - TOTAL,491,,00,,,
0102,001,0119,000550,000550,000333,000000,000217,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,119,,00,,,
0102,001,0122,000453,000453,000290,000004,000159,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,122,,00,,,
0102,001,0135,000203,000203,000109,000001,000093,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,135,,00,,,
0102,001,0138,000818,000818,000546,000007,000265,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,138,,00,,,
0102,001,0140,000301,000301,000197,000000,000104,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,140,,00,,,
0102,001,0145,000184,000184,000103,000000,000081,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,145,,00,,,
0102,001,0146,000521,000521,000282,000002,000237,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,146,,00,,,
0102,001,0147,000109,000109,000059,000001,000049,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,147,,00,,,
0102,001,0149,000158,000158,000095,000001,000062,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,149,,00,,,
0102,001,0150,000241,000241,000163,000004,000074,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,150,,00,,,
0102,001,0151,000128,000128,000059,000000,000069,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,151,,00,,,
0102,001,0152,000076,000076,000036,000000,000040,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,152,,00,,,
0102,001,0160,000422,000422,000269,000003,000150,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,160,,00,,,
0102,001,0162,000162,000162,000068,000012,000082,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,162,,00,,,
0102,001,0172,000297,000297,000188,000000,000109,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,172,,00,,,
0102,001,0182,000840,000840,000527,000002,000311,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,182,,00,,,
0102,001,0185,000232,000232,000094,000000,000138,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,185,,00,,,
0102,001,0186,000310,000310,000174,000001,000135,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,186,,00,,,
0102,001,0189,000003,000003,000003,000000,000000,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,189,,00,,,
0102,001,0190,000646,000646,000374,000002,000270,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,190,,00,,,
0102,001,0197,000251,000251,000146,000003,000102,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,197,,00,,,
0102,001,0198,000495,000495,000321,000001,000173,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,198,,00,,,
0102,001,0201,000685,000685,000484,000000,000201,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,201,,00,,,
0102,001,0204,000463,000463,000287,000001,000175,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,204,,00,,,
0102,001,0206,000073,000073,000021,000000,000052,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,206,,00,,,
0102,001,0207,000183,000183,000070,000002,000111,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,207,,00,,,
0102,001,0216,000049,000049,000029,000000,000020,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,216,,00,,,
0102,001,0218,000245,000245,000144,000001,000100,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,218,,00,,,
0102,001,0254,000199,000199,000116,000000,000083,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,254,,00,,,
0102,001,0266,000227,000227,000135,000001,000091,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,266,,00,,,
0102,001,0267,000001,000001,000000,000000,000001,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,267,,00,,,
0102,001,0273,000113,000113,000056,000000,000057,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,273,,00,,,
0102,001,0274,000161,000161,000081,000001,000079,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,274,,00,,,
0102,001,0275,000165,000165,000090,000000,000075,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,275,,00,,,
0102,001,0277,000423,000423,000253,000002,000168,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,277,,00,,,
0102,001,0278,000549,000549,000316,000002,000231,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,278,,00,,,
0102,001,0283,000301,000301,000180,000001,000120,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,283,,00,,,
0102,001,0287,000322,000322,000176,000001,000145,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,287,,00,,,
0102,001,0305,000101,000101,000068,000000,000033,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,305,,00,,,
0102,001,0309,000008,000008,000003,000000,000005,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,309,,00,,,
0102,001,0310,000065,000065,000029,000000,000036,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,310,,00,,,
0102,001,0311,000031,000031,000021,000000,000010,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,311,,00,,,
0102,001,0312,000338,000338,000192,000002,000144,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,312,,00,,,
0102,001,0314,000380,000380,000234,000012,000134,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,314,,00,,,
0102,001,0331,000026,000026,000014,000000,000012,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,331,,00,,,
0102,001,0332,000079,000079,000052,000002,000025,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,332,,00,,,
0102,001,0333,000351,000351,000212,000000,000139,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,333,,00,,,
0102,001,0337,000228,000228,000117,000004,000107,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,337,,00,,,
0102,001,0339,000207,000207,000119,000000,000088,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,339,,00,,,
0102,001,0341,000239,000239,000162,000006,000071,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,341,,00,,,
0102,001,0342,000028,000028,000010,000001,000017,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,342,,00,,,
0102,001,0343,000587,000587,000374,000006,000207,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,343,,00,,,
0102,001,0344,000178,000178,000125,000002,000051,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,344,,00,,,
0102,001,0368,000238,000238,000135,000005,000098,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,368,,00,,,
0102,001,0369,000417,000417,000257,000012,000148,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,369,,00,,,
0102,001,0370,000189,000189,000119,000002,000068,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,370,,00,,,
0102,001,0371,000142,000142,000090,000002,000050,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,371,,00,,,
0102,001,0379,000373,000373,000249,000007,000117,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,379,,00,,,
0102,001,0381,000577,000577,000474,000011,000092,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,381,,00,,,
0102,001,0392,000346,000346,000228,000006,000112,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,392,,00,,,
0102,001,0394,001169,001169,000942,000011,000216,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,394,,00,,,
0102,001,0395,000103,000103,000065,000000,000038,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,395,,00,,,
0102,001,0396,000548,000548,000455,000008,000085,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,396,,00,,,
0102,001,0402,000258,000258,000135,000002,000121,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,402,,00,,,
0102,001,0403,000119,000119,000053,000000,000066,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,403,,00,,,
0102,001,0413,000000,000000,000000,000000,000000,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,413,,00,,,
0102,001,0415,000349,000349,000173,000000,000176,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,415,,00,,,
0102,001,0420,000182,000182,000091,000002,000089,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,420,,00,,,
0102,001,0423,000366,000366,000230,000001,000135,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,423,,00,,,
0102,001,0424,001062,001062,000587,000002,000473,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,424,,00,,,
0102,001,0425,000138,000138,000046,000000,000092,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,425,,00,,,
0102,001,0426,000037,000037,000014,000000,000023,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,426,,00,,,
0102,001,0427,000464,000464,000334,000002,000128,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,427,,00,,,
0102,001,0428,000526,000526,000373,000002,000151,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,428,,00,,,
0102,001,0429,000193,000193,000122,000000,000071,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,429,,00,,,
0102,001,0434,000178,000178,000069,000001,000108,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,434,,00,,,
0102,001,0436,000008,000008,000006,000000,000002,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,436,,00,,,
0102,001,0455,000248,000248,000155,000001,000092,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,455,,00,,,
0102,001,0456,000158,000158,000107,000000,000051,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,456,,00,,,
0102,001,0463,000324,000324,000178,000000,000146,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,463,,00,,,
0102,001,0480,000600,000600,000370,000001,000229,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,480,,00,,,
0102,001,0484,000464,000464,000273,000002,000189,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,484,,00,,,
0102,001,0488,000883,000883,000557,000001,000325,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,488,,00,,,
0102,001,0491,000359,000359,000178,000002,000179,000000,000000,,,,BALLOTS CAST - TOTAL,BALLOTS CAST - TOTAL,491,,00,,,
0103,001,0119,000288,000288,000169,000000,000119,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),119,,01,Y,,
0103,001,0122,000276,000276,000179,000004,000093,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),122,,01,Y,,
0103,001,0135,000114,000114,000054,000001,000059,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),135,,01,Y,,
0103,001,0138,000444,000444,000301,000004,000139,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),138,,01,Y,,
0103,001,0140,000161,000161,000098,000000,000063,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),140,,01,Y,,
0103,001,0145,000096,000096,000054,000000,000042,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),145,,01,Y,,
0103,001,0146,000124,000124,000060,000000,000064,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),146,,01,Y,,
0103,001,0147,000049,000049,000026,000000,000023,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),147,,01,Y,,
0103,001,0149,000086,000086,000053,000001,000032,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),149,,01,Y,,
0103,001,0150,000137,000137,000100,000002,000035,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),150,,01,Y,,
0103,001,0151,000031,000031,000008,000000,000023,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),151,,01,Y,,
0103,001,0152,000039,000039,000020,000000,000019,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),152,,01,Y,,
0103,001,0160,000233,000233,000146,000001,000086,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),160,,01,Y,,
0103,001,0162,000064,000064,000020,000010,000034,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),162,,01,Y,,
0103,001,0172,000138,000138,000090,000000,000048,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),172,,01,Y,,
0103,001,0182,000456,000456,000280,000001,000175,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),182,,01,Y,,
0103,001,0185,000045,000045,000016,000000,000029,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),185,,01,Y,,
0103,001,0186,000193,000193,000105,000001,000087,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),186,,01,Y,,
0103,001,0189,000003,000003,000003,000000,000000,000000,000000,NON,ISD,ORRS,Round Rock ISD Proposition 1,For (A Favor),189,,01,Y,,
